type,code,parent_code,name_uz,name_uz_cyril,name_ru,name_kaa,deleted
PROFESSION,11647,,Mototsikl (moped) haydovchisi,Мотоцикл (мопед) ҳайдовчиси,Водитель мотоцикла (мопеда),Mototsikl (moped) aydawshısı,false
PROFESSION,11648,,SHoshilinch tibbiy yordam avtomobillari maxsus tovush signalli (“sirena”ga o’xshash) avtomobillari haydovchisi,Шошилинч тиббий ёрдам автомобиллари махсус товуш сигналли (“сирена”га ўхшаш) автомобиллари ҳайдовчиси,Водитель автомобилей скорой медицинской помощи и оперативных автомобилей со специальным звуковым сигналом (типа»сирена»),SHoshilinch medicinalıq járdem avtomobilları arnawlı tovush signalli (“sirena”ga óxshash) avtomobilları aydawshısı,false
PROFESSION,11649,,Avtomobil haydovchisi,Автомобил ҳайдовчиси,Водитель автомобиля,Avtomobil aydawshısı,false
PROFESSION,11650,,Avtomobil haydovchisi (engil),Автомобил ҳайдовчиси (енгил),Водитель автомобиля (легкового),Avtomobil aydawshısı (engil),false
PROFESSION,11651,,Inkassator haydovchisi,Инкассатор ҳайдовчиси,Водитель инкассатора,Inkassator aydawshısı,false
PROFESSION,11652,,Ko’chma kriminalistik laboratoriya haydovchisi,Кўчма криминалистик лаборатория ҳайдовчиси,Водитель передвижной криминалистической лаборатории,Kóchma kriminalistik laboratoriya aydawshısı,false
PROFESSION,11654,,Avtomobil’ xaydovchisi-ekspeditor,Автомобиль хайдовчиси-экспедитор,Водитель-экспедитор,Avtomobil' xaydovshısı-ekspeditor,false
PROFESSION,11655,,Avtobus haydovchisi,Автобус ҳайдовчиси,Водитель автобусов,Avtobus aydawshısı,false
PROFESSION,11656,,Avtobus haydovchisi (yor osti),Автобус ҳайдовчиси (ёр ости),Водитель автобусов (подземного),Avtobus aydawshısı (yor osti),false
PROFESSION,11657,,Avtomobil haydovchisi,Автомобил ҳайдовчиси,Водитель автомобиля,Avtomobil aydawshısı,false
PROFESSION,11658,,Tramvay xaydovchisi,Трамвай хайдовчиси,Водитель трамвая,Tramvay xaydovshısı,false
PROFESSION,11659,,"YUk, xizmat, o’quv va maxsus tramvay haydovchisi","Юк, хизмат, ўқув ва махсус трамвай ҳайдовчиси","Водитель трамвая грузового, служебного, учебного, специального","YUk, xızmet, oqıw hám arnawlı tramvay aydawshısı",false
PROFESSION,11660,,Yo’lovchi tramvay haydovchisi,Йўловчи трамвай ҳайдовчиси,Водитель трамвая пассажирского,Yólovshı tramvay aydawshısı,false
PROFESSION,11661,,Transport vezdexodi haydovchisi,Транспорт вездеходи ҳайдовчиси,Водитель транспортного вездехода,Transport vezdexodi aydawshısı,false
PROFESSION,11662,,Trolleybus haydovchisi,Троллейбус ҳайдовчиси,Водитель троллейбуса,Trolleybus aydawshısı,false
PROFESSION,11710,,Er o’yish-frezalash mashinasi mashinisti,Ер ўйиш-фрезалаш машинаси машинисти,Машинист землеройно-фрезерных машин,Jer óyish-frezalash mashinası mashinisti,false
PROFESSION,11663,,"YUk, xizmat, maxsus trolleybus haydovchisi","Юк, хизмат, махсус троллейбус ҳайдовчиси","Водитель троллейбуса грузового, служебного, специального","YUk, xızmet, arnawlı trolleybus aydawshısı",false
PROFESSION,11664,,Yo’lovchi trolleybus haydovchisi,Йўловчи троллейбус ҳайдовчиси,Водитель троллейбуса пассажирского,Yólovshı trolleybus aydawshısı,false
PROFESSION,11665,,Tortish agregati mashinisti yordamchisi,Тортиш агрегати машинисти ёрдамчиси,Помощник машиниста тягового агрегата,Tortish agregatı mashinisti járdemshisi,false
PROFESSION,11666,,Avtomobil haydovchisi (yuk tashuvchi),Автомобил ҳайдовчиси (юк ташувчи),Водитель автомобиля (грузового),Avtomobil aydawshısı (yuk tasıwshı),false
PROFESSION,11806,,SHtirli kran mashinisti,Штирли кран машинисти,Машинист штыревого крана,SHtirli kran mashinisti,false
PROFESSION,11667,,Jangovor va maxsus mashinalarni haydovchisi,Жанговор ва махсус машиналарни ҳайдовчиси,Водитель боевых и специальных машин,Jangovor hám arnawlı mashinalardı aydawshısı,false
PROFESSION,11668,,Og’ir yuk ko’taruvchi kar’yer avtosamosvali xaydovchisi,Оғир юк кўтарувчи карьер автосамосвали хайдовчиси,Водитель большегрузного карьерного автосамосвала,Oǵir yuk kótarıwshı kar'yer avtosamosvali xaydovshısı,false
PROFESSION,11669,,Katta xajmdagi kar’yer suv sepish-quyish avtomobili xaydovchisi,Катта хажмдаги карьер сув сепиш-қуйиш автомобили хайдовчиси,Водитель большегрузного карьерного полива-оросительного автомобиля,Úlken xajmdagi kar'yer suw sepish-quyıw avtomobili xaydovshısı,false
PROFESSION,11670,,O’t o’chirush mashinasi haydovchisi,Ўт ўчируш машинаси ҳайдовчиси,Водитель пожарной машины,Ót óchirush mashinası aydawshısı,false
PROFESSION,11671,,O’t o’chirush mashinasi haydovchisi,Ўт ўчируш машинаси ҳайдовчиси,Водитель пожарной машины,Ót óchirush mashinası aydawshısı,false
PROFESSION,11672,,Samosval haydovchisi,Самосвал ҳайдовчиси,Водитель самосвала,Samosval aydawshısı,false
PROFESSION,11673,,Samosval haydovchisi (yor osti),Самосвал ҳайдовчиси (ёр ости),Водитель самосвала (подземного),Samosval aydawshısı (yor osti),false
PROFESSION,11674,,Aeroport maxsus transport vositasi haydovchisi,Аэропорт махсус транспорт воситаси ҳайдовчиси,Водитель специальных транспортных средств аэропорта,Aeroport arnawlı transport vositasi aydawshısı,false
PROFESSION,11675,,Traplar boshqaruvchisi,Траплар бошқарувчиси,Водитель трапов,Traplar boshqaruvshısı,false
PROFESSION,11676,,Haydovchi-ustoz (yo’riqchi),Ҳайдовчи-устоз (йўриқчи),Водитель-наставник (инструктор),Aydawshı-ustoz (yóriqshı),false
PROFESSION,11677,,Haydovchi-ustoz (yo’riqchi),Ҳайдовчи-устоз (йўриқчи),Водитель-наставник (инструктор),Aydawshı-ustoz (yóriqshı),false
PROFESSION,11678,,Suv sepish avtomashinasi mashinisti,Сув сепиш автомашинаси машинисти,Машинист автополивочной машины,Suw sepish avtomashinasi mashinisti,false
PROFESSION,11679,,O’zi yurar (shatakka olingan) mashinalari (qor tozalovchi) mashinisti,Ўзи юрар (шатакка олинган) машиналари (қор тозаловчи) машинисти,"Машинист самоходной (буксируемой) машины (подметально-уборочной, снегоуборочной)",Ózi yurar (shatakka olingan) mashinaları (qor tazalawshı) mashinisti,false
PROFESSION,11680,,Vezdexod xaydovchisi,Вездеход хайдовчиси,Водитель вездехода,Vezdexod xaydovshısı,false
PROFESSION,11681,,Mashina-traktor parkining texnik xizmat ko’rsatish bo’yicha sozlovchi-ustasi,Машина-трактор паркининг техник хизмат кўрсатиш бўйича созловчи-устаси,Мастер-наладчик по техническому обслуживанию машинно-тракторного парка,Mashina-traktor parkinıń texnik xızmet kórsetiw boyınsha sazlawshı-ustası,false
PROFESSION,11682,,Drajirovkalash mashinasi mashinisti,Дражировкалаш машинаси машинисти,Машинист дражировочных машин,Drajirovkalash mashinası mashinisti,false
PROFESSION,11683,,Qamish tayyorlash mashinasi mashinisti,Қамиш тайёрлаш машинаси машинисти,Машинист машин по заготовке тростника,Qamish tayarlaw mashinası mashinisti,false
PROFESSION,11684,,Avtomatlashgan o’rmon transportyori operatori,Автоматлашган ўрмон транспортёри оператори,Оператор автоматизированного лесотранспортера,Avtomatlasqan toǵay transportyori operatorı,false
PROFESSION,11685,,Traktorchi,Тракторчи,Тракторист,Traktorshı,false
PROFESSION,11686,,Traktorchi-mashinist (qishloq xo’jaligi maxsulotlari yetishtirishda),Тракторчи-машинист (қишлоқ хўжалиги махсулотлари етиштиришда),Тракторист-машинист сельскохозяйственного производства,Traktorshı-mashinist (awıl xojalıǵı maxsulotları yetishtirishda),false
PROFESSION,11687,,Koprachi,Копрачи,Копровщик,Koprashı,false
